,Unnamed: 0,FinalID,Consumer,OriginalTraitName,OriginalTraitValue,OriginalTraitUnit,StandardisedTraitValue,StandardisedTraitUnit,ConTemp,ConTempUnit,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,ConSize,ConSizeUnit,StandardisedTraits,uniqueID,Temp(kel),1/kT,log_TraitValues,B0,E,Eh,El,Th,Tl,index
25,20147,MTD2430,Akashiwo sanguinea,growth rate,0.14,day^-1,1.62037e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,1.6203703703703703e-06,5,288.15,40.2725042877652,-13.332856039736434,1.62037e-06,-0.30154482166119023,1.32,-0.15077241083059512,38.66240916381657,38.66240916381657,0.0
26,20148,MTD2430,Akashiwo sanguinea,growth rate,0.16,day^-1,1.85185e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,1.851851851851852e-06,5,288.15,40.2725042877652,-13.199325418540957,1.62037e-06,-0.30154482166119023,1.32,-0.15077241083059512,38.66240916381657,38.66240916381657,0.0
27,20149,MTD2430,Akashiwo sanguinea,growth rate,0.16,day^-1,1.85185e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,1.851851851851852e-06,5,288.15,40.2725042877652,-13.199325418540957,1.62037e-06,-0.30154482166119023,1.32,-0.15077241083059512,38.66240916381657,38.66240916381657,0.0
28,20150,MTD2430,Akashiwo sanguinea,growth rate,0.25,day^-1,2.893520000000001e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,2.893518518518518e-06,5,293.15,39.58561183871582,-12.753036803912169,1.62037e-06,-0.30154482166119023,1.32,-0.15077241083059512,38.66240916381657,38.66240916381657,0.0
29,20151,MTD2430,Akashiwo sanguinea,growth rate,0.25,day^-1,2.893520000000001e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,2.893518518518518e-06,5,293.15,39.58561183871582,-12.753036803912169,1.62037e-06,-0.30154482166119023,1.32,-0.15077241083059512,38.66240916381657,38.66240916381657,0.0
30,20152,MTD2430,Akashiwo sanguinea,growth rate,0.26,day^-1,3.00926e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,3.0092592592592593e-06,5,293.15,39.58561183871582,-12.71381635660494,1.62037e-06,-0.30154482166119023,1.32,-0.15077241083059512,38.66240916381657,38.66240916381657,0.0
31,20153,MTD2430,Akashiwo sanguinea,growth rate,0.24,day^-1,2.77778e-06,s^-1,24.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,2.777777777777777e-06,5,297.15,39.05274141181068,-12.793858510432612,1.62037e-06,-0.30154482166119023,1.32,-0.15077241083059512,38.66240916381657,38.66240916381657,0.0
32,20154,MTD2430,Akashiwo sanguinea,growth rate,0.25,day^-1,2.893520000000001e-06,s^-1,24.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,2.893518518518518e-06,5,297.15,39.05274141181068,-12.753036803912169,1.62037e-06,-0.30154482166119023,1.32,-0.15077241083059512,38.66240916381657,38.66240916381657,0.0
33,20155,MTD2430,Akashiwo sanguinea,growth rate,0.26,day^-1,3.00926e-06,s^-1,24.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,3.0092592592592593e-06,5,297.15,39.05274141181068,-12.71381635660494,1.62037e-06,-0.30154482166119023,1.32,-0.15077241083059512,38.66240916381657,38.66240916381657,0.0
34,20156,MTD2430,Akashiwo sanguinea,growth rate,0.21,day^-1,2.43056e-06,s^-1,27.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,2.430555555555556e-06,5,300.15,38.66240916381657,-12.92738887448706,1.62037e-06,-0.30154482166119023,1.32,-0.15077241083059512,38.66240916381657,38.66240916381657,0.0
35,20157,MTD2430,Akashiwo sanguinea,growth rate,0.26,day^-1,3.00926e-06,s^-1,27.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,3.0092592592592593e-06,5,300.15,38.66240916381657,-12.71381635660494,1.62037e-06,-0.30154482166119023,1.32,-0.15077241083059512,38.66240916381657,38.66240916381657,0.0
36,20158,MTD2430,Akashiwo sanguinea,growth rate,0.3,day^-1,3.47222e-06,s^-1,27.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,3.472222222222222e-06,5,300.15,38.66240916381657,-12.570716399118288,1.62037e-06,-0.30154482166119023,1.32,-0.15077241083059512,38.66240916381657,38.66240916381657,0.0
37,20162,MTD2431,Alexandrium catenella,growth rate,0.48,day^-1,5.55556e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,catenella,9.740000000000001e-15,m^3,5.555555555555555e-06,6,288.15,40.2725042877652,-12.100711329872667,5.55556e-06,-0.3500914475547365,2.553327123124177,-0.17504572377736824,38.66240916381657,38.279802442749606,0.0
38,20163,MTD2431,Alexandrium catenella,growth rate,0.47,day^-1,5.43981e-06,s^-1,18.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,catenella,9.740000000000001e-15,m^3,5.439814814814814e-06,6,291.15,39.85753773147705,-12.121766424176954,5.55556e-06,-0.3500914475547365,2.553327123124177,-0.17504572377736824,38.66240916381657,38.279802442749606,0.0
39,20164,MTD2431,Alexandrium catenella,growth rate,0.45,day^-1,5.208330000000002e-06,s^-1,21.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,catenella,9.740000000000001e-15,m^3,5.208333333333333e-06,6,294.15,39.45103556185464,-12.165251291010122,5.55556e-06,-0.3500914475547365,2.553327123124177,-0.17504572377736824,38.66240916381657,38.279802442749606,0.0
40,20165,MTD2431,Alexandrium catenella,growth rate,0.62,day^-1,7.1759300000000014e-06,s^-1,24.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,catenella,9.740000000000001e-15,m^3,7.1759259259259266e-06,6,297.15,39.05274141181068,-11.844778187993372,5.55556e-06,-0.3500914475547365,2.553327123124177,-0.17504572377736824,38.66240916381657,38.279802442749606,0.0
41,20166,MTD2431,Alexandrium catenella,growth rate,0.85,day^-1,9.838e-06,s^-1,27.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,catenella,9.740000000000001e-15,m^3,9.837962962962964e-06,6,300.15,38.66240916381657,-11.529258119591127,5.55556e-06,-0.3500914475547365,2.553327123124177,-0.17504572377736824,38.66240916381657,38.279802442749606,0.0
42,20167,MTD2431,Alexandrium catenella,growth rate,0.32,day^-1,3.7037e-06,s^-1,30.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,catenella,9.740000000000001e-15,m^3,3.703703703703704e-06,6,303.15,38.279802442749606,-12.506178237981011,5.55556e-06,-0.3500914475547365,2.553327123124177,-0.17504572377736824,38.66240916381657,38.279802442749606,0.0
43,20191,MTD2437,Alexandrium ostenfeldii clone LF-37,growth rate,0.06,day^-1,6.94444e-07,s^-1,11.3,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,ostenfeldii,2.82e-14,m^3,6.944444444444444e-07,7,284.45,40.796351241060094,-14.180154311552387,6.94444e-07,-1.1099496172501577,0.7854708720571971,-0.5549748086250789,39.545142649580995,39.09220855826021,0.0
44,20192,MTD2437,Alexandrium ostenfeldii clone LF-37,growth rate,0.06,day^-1,6.94444e-07,s^-1,11.4,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,ostenfeldii,2.82e-14,m^3,6.944444444444444e-07,7,284.54999999999995,40.78201409425248,-14.180154311552387,6.94444e-07,-1.1099496172501577,0.7854708720571971,-0.5549748086250789,39.545142649580995,39.09220855826021,0.0
45,20193,MTD2437,Alexandrium ostenfeldii clone LF-37,growth rate,0.15,day^-1,1.7361099999999996e-06,s^-1,16.3,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,ostenfeldii,1.85e-14,m^3,1.736111111111111e-06,7,289.45,40.09162933328569,-13.263863579678233,6.94444e-07,-1.1099496172501577,0.7854708720571971,-0.5549748086250789,39.545142649580995,39.09220855826021,0.0
46,20194,MTD2437,Alexandrium ostenfeldii clone LF-37,growth rate,0.16,day^-1,1.85185e-06,s^-1,16.4,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,ostenfeldii,1.85e-14,m^3,1.851851851851852e-06,7,289.54999999999995,40.07778314805576,-13.199325418540957,6.94444e-07,-1.1099496172501577,0.7854708720571971,-0.5549748086250789,39.545142649580995,39.09220855826021,0.0
47,20195,MTD2437,Alexandrium ostenfeldii clone LF-37,growth rate,0.22,day^-1,2.5463e-06,s^-1,20.3,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,ostenfeldii,1.44e-14,m^3,2.546296296296296e-06,7,293.45,39.545142649580995,-12.880869232877526,6.94444e-07,-1.1099496172501577,0.7854708720571971,-0.5549748086250789,39.545142649580995,39.09220855826021,0.0
48,20196,MTD2437,Alexandrium ostenfeldii clone LF-37,growth rate,0.21,day^-1,2.43056e-06,s^-1,20.6,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,ostenfeldii,1.44e-14,m^3,2.430555555555556e-06,7,293.75,39.50475612091759,-12.92738887448706,6.94444e-07,-1.1099496172501577,0.7854708720571971,-0.5549748086250789,39.545142649580995,39.09220855826021,0.0
49,20197,MTD2437,Alexandrium ostenfeldii clone LF-37,growth rate,0.16,day^-1,1.85185e-06,s^-1,23.5,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,ostenfeldii,1.44e-14,m^3,1.851851851851852e-06,7,296.65,39.118564336826374,-13.199325418540957,6.94444e-07,-1.1099496172501577,0.7854708720571971,-0.5549748086250789,39.545142649580995,39.09220855826021,0.0
50,20198,MTD2437,Alexandrium ostenfeldii clone LF-37,growth rate,0.15,day^-1,1.7361099999999996e-06,s^-1,23.7,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,ostenfeldii,1.44e-14,m^3,1.736111111111111e-06,7,296.84999999999997,39.09220855826021,-13.263863579678233,6.94444e-07,-1.1099496172501577,0.7854708720571971,-0.5549748086250789,39.545142649580995,39.09220855826021,0.0
51,20201,MTD2438,Amphidinium klebsii,growth rate,0.06,day^-1,6.94444e-07,s^-1,19.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,klebsii,1.11e-14,m^3,6.944444444444444e-07,8,292.15,39.72110939763663,-14.180154311552387,6.94444e-07,-1.596573042313292,1.554429183231778,-0.798286521156646,38.66240916381657,37.6586795733232,0.0
52,20202,MTD2438,Amphidinium klebsii,growth rate,0.14,day^-1,1.62037e-06,s^-1,21.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,klebsii,1.11e-14,m^3,1.6203703703703703e-06,8,294.15,39.45103556185464,-13.332856039736434,6.94444e-07,-1.596573042313292,1.554429183231778,-0.798286521156646,38.66240916381657,37.6586795733232,0.0
53,20203,MTD2438,Amphidinium klebsii,growth rate,0.21,day^-1,2.43056e-06,s^-1,23.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,klebsii,1.11e-14,m^3,2.430555555555556e-06,8,296.15,39.18460952395591,-12.92738887448706,6.94444e-07,-1.596573042313292,1.554429183231778,-0.798286521156646,38.66240916381657,37.6586795733232,0.0
54,20204,MTD2438,Amphidinium klebsii,growth rate,0.25,day^-1,2.893520000000001e-06,s^-1,25.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,klebsii,1.11e-14,m^3,2.893518518518518e-06,8,298.15,38.92175787529614,-12.753036803912169,6.94444e-07,-1.596573042313292,1.554429183231778,-0.798286521156646,38.66240916381657,37.6586795733232,0.0
55,20205,MTD2438,Amphidinium klebsii,growth rate,0.37,day^-1,4.28241e-06,s^-1,27.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,klebsii,1.11e-14,m^3,4.282407407407408e-06,8,300.15,38.66240916381657,-12.360994622730791,6.94444e-07,-1.596573042313292,1.554429183231778,-0.798286521156646,38.66240916381657,37.6586795733232,0.0
56,20206,MTD2438,Amphidinium klebsii,growth rate,0.34,day^-1,3.93519e-06,s^-1,29.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,klebsii,1.11e-14,m^3,3.935185185185185e-06,8,302.15,38.40649382928858,-12.445551392635414,6.94444e-07,-1.596573042313292,1.554429183231778,-0.798286521156646,38.66240916381657,37.6586795733232,0.0
57,20207,MTD2438,Amphidinium klebsii,growth rate,0.24,day^-1,2.77778e-06,s^-1,31.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,klebsii,1.11e-14,m^3,2.777777777777777e-06,8,304.15,38.15394414111308,-12.793858510432612,6.94444e-07,-1.596573042313292,1.554429183231778,-0.798286521156646,38.66240916381657,37.6586795733232,0.0
58,20208,MTD2438,Amphidinium klebsii,growth rate,0.19,day^-1,2.1990700000000003e-06,s^-1,33.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,klebsii,1.11e-14,m^3,2.1990740740740743e-06,8,306.15,37.904694138558035,-13.027476014247092,6.94444e-07,-1.596573042313292,1.554429183231778,-0.798286521156646,38.66240916381657,37.6586795733232,0.0
59,20209,MTD2438,Amphidinium klebsii,growth rate,0.07,day^-1,8.10185e-07,s^-1,35.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,klebsii,1.11e-14,m^3,8.101851851851854e-07,8,308.15,37.6586795733232,-14.02600322029638,6.94444e-07,-1.596573042313292,1.554429183231778,-0.798286521156646,38.66240916381657,37.6586795733232,0.0
60,20211,MTD2439,Amphidinium sp.,growth rate,0.28,day^-1,3.24074e-06,s^-1,21.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,,1.84e-15,m^3,3.2407407407407415e-06,9,294.15,39.45103556185464,-12.639708859176489,3.24074e-06,-0.9550014093636833,0.5629855194635426,-0.47750070468184164,38.79165004352179,37.6586795733232,0.0
61,20212,MTD2439,Amphidinium sp.,growth rate,0.44,day^-1,5.09259e-06,s^-1,24.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,,1.84e-15,m^3,5.092592592592592e-06,9,297.15,39.05274141181068,-12.187724015953016,3.24074e-06,-0.9550014093636833,0.5629855194635426,-0.47750070468184164,38.79165004352179,37.6586795733232,0.0
