,FinalID,Consumer,OriginalTraitName,OriginalTraitValue,OriginalTraitUnit,StandardisedTraitValue,StandardisedTraitUnit,ConTemp,ConTempUnit,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,ConSize,ConSizeUnit,uniqueID,GenusSpecies
18330,MTD2174,Synechocystis minima,Population Growth Rate,0.6179,event / (1 individual * 24 hour),7.1516203703703705e-06,event / (individual * second),15.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,minima,,,3,Synechocystis minima
18331,MTD2174,Synechocystis minima,Population Growth Rate,0.7462,event / (1 individual * 24 hour),8.636574074074072e-06,event / (individual * second),20.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,minima,,,3,Synechocystis minima
18332,MTD2174,Synechocystis minima,Population Growth Rate,0.9472,event / (1 individual * 24 hour),1.0962962962963e-05,event / (individual * second),25.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,minima,,,3,Synechocystis minima
18333,MTD2174,Synechocystis minima,Population Growth Rate,1.2977,event / (1 individual * 24 hour),1.50196759259259e-05,event / (individual * second),30.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,minima,,,3,Synechocystis minima
18334,MTD2174,Synechocystis minima,Population Growth Rate,1.2989,event / (1 individual * 24 hour),1.5033564814814802e-05,event / (individual * second),35.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,minima,,,3,Synechocystis minima
21278,MTD2578,Microcystis aeruginosa,growth rate,0.1,day^-1,1.15741e-06,s^-1,16.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Microcystis,aeruginosa,6.5e-17,m^3,4,Microcystis aeruginosa
21279,MTD2578,Microcystis aeruginosa,growth rate,0.25,day^-1,2.8935200000000005e-06,s^-1,20.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Microcystis,aeruginosa,6.5e-17,m^3,4,Microcystis aeruginosa
21280,MTD2578,Microcystis aeruginosa,growth rate,0.38,day^-1,4.3981499999999996e-06,s^-1,24.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Microcystis,aeruginosa,6.5e-17,m^3,4,Microcystis aeruginosa
21281,MTD2578,Microcystis aeruginosa,growth rate,0.6,day^-1,6.944439999999999e-06,s^-1,28.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Microcystis,aeruginosa,6.5e-17,m^3,4,Microcystis aeruginosa
21282,MTD2578,Microcystis aeruginosa,growth rate,0.61,day^-1,7.06018e-06,s^-1,32.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Microcystis,aeruginosa,6.5e-17,m^3,4,Microcystis aeruginosa
21283,MTD2578,Microcystis aeruginosa,growth rate,0.54,day^-1,6.25e-06,s^-1,36.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Microcystis,aeruginosa,6.5e-17,m^3,4,Microcystis aeruginosa
21427,MTD2602,Oscillatoria agardhii,growth rate,0.02,day^-1,2.31481e-07,s^-1,5.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Planktothrix,agardhii,7.9e-17,m^3,5,Planktothrix agardhii
21428,MTD2602,Oscillatoria agardhii,growth rate,0.05,day^-1,5.78704e-07,s^-1,8.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Planktothrix,agardhii,7.9e-17,m^3,5,Planktothrix agardhii
21429,MTD2602,Oscillatoria agardhii,growth rate,0.1,day^-1,1.15741e-06,s^-1,11.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Planktothrix,agardhii,7.9e-17,m^3,5,Planktothrix agardhii
21430,MTD2602,Oscillatoria agardhii,growth rate,0.14,day^-1,1.62037e-06,s^-1,14.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Planktothrix,agardhii,7.9e-17,m^3,5,Planktothrix agardhii
21431,MTD2602,Oscillatoria agardhii,growth rate,0.18,day^-1,2.08333e-06,s^-1,17.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Planktothrix,agardhii,7.9e-17,m^3,5,Planktothrix agardhii
21432,MTD2602,Oscillatoria agardhii,growth rate,0.22,day^-1,2.5463e-06,s^-1,20.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Planktothrix,agardhii,7.9e-17,m^3,5,Planktothrix agardhii
21433,MTD2602,Oscillatoria agardhii,growth rate,0.24,day^-1,2.77778e-06,s^-1,23.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Planktothrix,agardhii,7.9e-17,m^3,5,Planktothrix agardhii
21442,MTD2605,Oscillatoria redekei,growth rate,0.04,day^-1,4.6299999999999995e-07,s^-1,5.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,6,Limnothrix redekei
21443,MTD2605,Oscillatoria redekei,growth rate,0.07,day^-1,8.10185e-07,s^-1,8.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,6,Limnothrix redekei
21444,MTD2605,Oscillatoria redekei,growth rate,0.1,day^-1,1.15741e-06,s^-1,11.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,6,Limnothrix redekei
21445,MTD2605,Oscillatoria redekei,growth rate,0.12,day^-1,1.38889e-06,s^-1,14.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,6,Limnothrix redekei
21446,MTD2605,Oscillatoria redekei,growth rate,0.16,day^-1,1.8518500000000001e-06,s^-1,17.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,6,Limnothrix redekei
21447,MTD2605,Oscillatoria redekei,growth rate,0.2,day^-1,2.31481e-06,s^-1,20.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,6,Limnothrix redekei
21448,MTD2605,Oscillatoria redekei,growth rate,0.19,day^-1,2.1990700000000003e-06,s^-1,23.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,6,Limnothrix redekei
21449,MTD2606,Oscillatoria redekei,growth rate,0.16,day^-1,1.8518500000000001e-06,s^-1,5.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,7,Limnothrix redekei
21450,MTD2606,Oscillatoria redekei,growth rate,0.36,day^-1,4.16667e-06,s^-1,10.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,7,Limnothrix redekei
21451,MTD2606,Oscillatoria redekei,growth rate,0.69,day^-1,7.98611e-06,s^-1,15.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,7,Limnothrix redekei
21452,MTD2606,Oscillatoria redekei,growth rate,1.1,day^-1,1.2731500000000002e-05,s^-1,20.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,7,Limnothrix redekei
21453,MTD2606,Oscillatoria redekei,growth rate,1.32,day^-1,1.52778e-05,s^-1,25.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,7,Limnothrix redekei
21454,MTD2606,Oscillatoria redekei,growth rate,0.46,day^-1,5.324069999999999e-06,s^-1,30.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Limnothrix,redekei,3.4999999999999996e-17,m^3,7,Limnothrix redekei
21598,MTD2629,Prochlorococcus marinus eMED4,growth rate,0.1,day^-1,1.15741e-06,s^-1,11.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,8,Prochlorococcus marinus
21599,MTD2629,Prochlorococcus marinus eMED4,growth rate,0.19,day^-1,2.1990700000000003e-06,s^-1,13.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,8,Prochlorococcus marinus
21600,MTD2629,Prochlorococcus marinus eMED4,growth rate,0.21,day^-1,2.43056e-06,s^-1,14.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,8,Prochlorococcus marinus
21601,MTD2629,Prochlorococcus marinus eMED4,growth rate,0.24,day^-1,2.77778e-06,s^-1,15.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,8,Prochlorococcus marinus
21602,MTD2629,Prochlorococcus marinus eMED4,growth rate,0.27,day^-1,3.125e-06,s^-1,18.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,8,Prochlorococcus marinus
21603,MTD2629,Prochlorococcus marinus eMED4,growth rate,0.33,day^-1,3.8194400000000005e-06,s^-1,19.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,8,Prochlorococcus marinus
21604,MTD2629,Prochlorococcus marinus eMED4,growth rate,0.46,day^-1,5.324069999999999e-06,s^-1,24.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,8,Prochlorococcus marinus
21605,MTD2629,Prochlorococcus marinus eMED4,growth rate,0.46,day^-1,5.324069999999999e-06,s^-1,25.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,8,Prochlorococcus marinus
21606,MTD2629,Prochlorococcus marinus eMED4,growth rate,0.42,day^-1,4.86111e-06,s^-1,26.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,8,Prochlorococcus marinus
21607,MTD2629,Prochlorococcus marinus eMED4,growth rate,0.28,day^-1,3.24074e-06,s^-1,28.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,8,Prochlorococcus marinus
21610,MTD2630,Prochlorococcus marinus strain MIT9215 (clade 1),growth rate,0.17,day^-1,1.96759e-06,s^-1,17.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,9,Prochlorococcus marinus
21611,MTD2630,Prochlorococcus marinus strain MIT9215 (clade 1),growth rate,0.17,day^-1,1.96759e-06,s^-1,18.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,9,Prochlorococcus marinus
21612,MTD2630,Prochlorococcus marinus strain MIT9215 (clade 1),growth rate,0.23,day^-1,2.662e-06,s^-1,19.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,9,Prochlorococcus marinus
21613,MTD2630,Prochlorococcus marinus strain MIT9215 (clade 1),growth rate,0.37,day^-1,4.28241e-06,s^-1,22.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,9,Prochlorococcus marinus
21614,MTD2630,Prochlorococcus marinus strain MIT9215 (clade 1),growth rate,0.4,day^-1,4.62963e-06,s^-1,23.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,9,Prochlorococcus marinus
21615,MTD2630,Prochlorococcus marinus strain MIT9215 (clade 1),growth rate,0.44,day^-1,5.09259e-06,s^-1,24.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,9,Prochlorococcus marinus
21616,MTD2630,Prochlorococcus marinus strain MIT9215 (clade 1),growth rate,0.5,day^-1,5.787000000000001e-06,s^-1,25.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,9,Prochlorococcus marinus
21617,MTD2630,Prochlorococcus marinus strain MIT9215 (clade 1),growth rate,0.44,day^-1,5.09259e-06,s^-1,26.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,9,Prochlorococcus marinus
21618,MTD2630,Prochlorococcus marinus strain MIT9215 (clade 1),growth rate,0.47,day^-1,5.43981e-06,s^-1,27.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,9,Prochlorococcus marinus
21619,MTD2630,Prochlorococcus marinus strain MIT9215 (clade 1),growth rate,0.43,day^-1,4.97685e-06,s^-1,28.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,9,Prochlorococcus marinus
21620,MTD2630,Prochlorococcus marinus strain MIT9215 (clade 1),growth rate,0.44,day^-1,5.09259e-06,s^-1,29.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,9,Prochlorococcus marinus
21621,MTD2630,Prochlorococcus marinus strain MIT9215 (clade 1),growth rate,0.45,day^-1,5.208330000000001e-06,s^-1,30.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,9,Prochlorococcus marinus
21622,MTD2630,Prochlorococcus marinus strain MIT9215 (clade 1),growth rate,0.43,day^-1,4.97685e-06,s^-1,31.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,9,Prochlorococcus marinus
21625,MTD2631,Prochlorococcus marinus strain MIT9312 (clade 1),growth rate,0.28,day^-1,3.24074e-06,s^-1,17.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,10,Prochlorococcus marinus
21626,MTD2631,Prochlorococcus marinus strain MIT9312 (clade 1),growth rate,0.29,day^-1,3.3564800000000003e-06,s^-1,18.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,10,Prochlorococcus marinus
21627,MTD2631,Prochlorococcus marinus strain MIT9312 (clade 1),growth rate,0.33,day^-1,3.8194400000000005e-06,s^-1,19.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,10,Prochlorococcus marinus
21628,MTD2631,Prochlorococcus marinus strain MIT9312 (clade 1),growth rate,0.36,day^-1,4.16667e-06,s^-1,21.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,10,Prochlorococcus marinus
21629,MTD2631,Prochlorococcus marinus strain MIT9312 (clade 1),growth rate,0.49,day^-1,5.6713e-06,s^-1,22.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,10,Prochlorococcus marinus
21630,MTD2631,Prochlorococcus marinus strain MIT9312 (clade 1),growth rate,0.54,day^-1,6.25e-06,s^-1,23.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,10,Prochlorococcus marinus
21631,MTD2631,Prochlorococcus marinus strain MIT9312 (clade 1),growth rate,0.58,day^-1,6.713e-06,s^-1,24.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,10,Prochlorococcus marinus
21632,MTD2631,Prochlorococcus marinus strain MIT9312 (clade 1),growth rate,0.62,day^-1,7.175930000000001e-06,s^-1,25.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,10,Prochlorococcus marinus
21633,MTD2631,Prochlorococcus marinus strain MIT9312 (clade 1),growth rate,0.59,day^-1,6.8287e-06,s^-1,26.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,10,Prochlorococcus marinus
21634,MTD2631,Prochlorococcus marinus strain MIT9312 (clade 1),growth rate,0.61,day^-1,7.06018e-06,s^-1,27.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,10,Prochlorococcus marinus
21635,MTD2631,Prochlorococcus marinus strain MIT9312 (clade 1),growth rate,0.47,day^-1,5.43981e-06,s^-1,28.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,10,Prochlorococcus marinus
21636,MTD2631,Prochlorococcus marinus strain MIT9312 (clade 1),growth rate,0.33,day^-1,3.8194400000000005e-06,s^-1,29.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,10,Prochlorococcus marinus
21642,MTD2633,Prochlorococcus marinus strain NATL2A,growth rate,0.18,day^-1,2.08333e-06,s^-1,14.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,11,Prochlorococcus marinus
21643,MTD2633,Prochlorococcus marinus strain NATL2A,growth rate,0.27,day^-1,3.125e-06,s^-1,16.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,11,Prochlorococcus marinus
21644,MTD2633,Prochlorococcus marinus strain NATL2A,growth rate,0.31,day^-1,3.588e-06,s^-1,18.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,11,Prochlorococcus marinus
21645,MTD2633,Prochlorococcus marinus strain NATL2A,growth rate,0.43,day^-1,4.97685e-06,s^-1,22.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,11,Prochlorococcus marinus
21646,MTD2633,Prochlorococcus marinus strain NATL2A,growth rate,0.47,day^-1,5.43981e-06,s^-1,23.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,11,Prochlorococcus marinus
21647,MTD2633,Prochlorococcus marinus strain NATL2A,growth rate,0.49,day^-1,5.6713e-06,s^-1,24.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,11,Prochlorococcus marinus
21648,MTD2633,Prochlorococcus marinus strain NATL2A,growth rate,0.47,day^-1,5.43981e-06,s^-1,25.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,11,Prochlorococcus marinus
21649,MTD2633,Prochlorococcus marinus strain NATL2A,growth rate,0.42,day^-1,4.86111e-06,s^-1,26.0,celsius,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Prochlorococcus,marinus,1.6000000000000002e-19,m^3,11,Prochlorococcus marinus
